dataset,method,num_samples,dev,test,seed
gsm8k,RDS+ (RR),1000,0.8402868583798409,9.758880423993391,0
gsm8k,RDS+ (RR),1000,0.8175648972392082,9.930520604649125,1
gsm8k,RDS+ (RR),1000,0.8347027599811554,9.80187843964803,2
gsm8k,RDS+ (RR),2500,0.8439475670456886,9.351716254858287,0
gsm8k,RDS+ (RR),2500,0.8405744954943657,9.674296030951233,1
gsm8k,RDS+ (RR),2500,0.8333838582038879,9.612400200260327,2
gsm8k,RDS+ (RR),5000,0.8578175902366638,9.5809080089196,0
gsm8k,RDS+ (RR),5000,0.8551088571548462,9.911452530549276,1
gsm8k,RDS+ (RR),5000,0.8725369796156883,9.943301231595402,2
gsm8k,RDS+ (RR),10000,0.9159484282135963,9.065620801230105,0
gsm8k,RDS+ (RR),10000,0.8957466185092926,8.983642616445499,1
gsm8k,RDS+ (RR),10000,0.9001923948526382,9.020689258618821,2
gsm8k,Random,500,0.9413220956921577,8.210115901984619,0
gsm8k,Random,500,0.927850991487503,8.47220477414366,1
gsm8k,Random,500,0.9411956295371056,8.157932401516836,2
gsm8k,Random,1000,0.9503772631287575,8.163914708317547,0
gsm8k,Random,1000,0.9541809409856796,8.370493335738338,1
gsm8k,Random,1000,0.965319998562336,8.362785760157934,2
gsm8k,Random,2500,0.9561306536197662,8.791543147164461,0
gsm8k,Random,2500,0.9661316052079201,8.997179578704486,1
gsm8k,Random,2500,0.9701260775327682,8.604623660433916,2
gsm8k,Random,5000,0.9914530739188194,8.999814658927773,0
gsm8k,Random,5000,0.9881305322051048,8.803269367854282,1
gsm8k,Random,5000,0.9769129455089569,8.724944521749986,2
gsm8k,Random,10000,0.9977048337459564,8.893001834400863,0
gsm8k,Random,10000,1.0120119601488113,8.67648889622605,1
gsm8k,Random,10000,0.9863538965582848,8.485618289805796,2
mmlu_pro,EMBED (RR),500,1.9842170102255685,5.0038867079098015,0
mmlu_pro,EMBED (RR),500,1.9852795762675148,4.8546678806021015,1
mmlu_pro,EMBED (RR),500,1.9713852175644466,4.9577399212767945,2
mmlu_pro,EMBED (RR),1000,1.921549038376127,4.9582224631721665,0
mmlu_pro,EMBED (RR),1000,1.9285883460726057,5.2293355966759645,1
mmlu_pro,EMBED (RR),1000,1.929232234614236,5.018985616380071,2
mmlu_pro,EMBED (RR),2500,1.9367167821952276,4.986423652668662,0
mmlu_pro,EMBED (RR),2500,1.9312564977577755,5.502485870353957,1
mmlu_pro,EMBED (RR),2500,1.9405275549207415,5.51685784634282,2
mmlu_pro,EMBED (RR),5000,1.929568669625691,5.248159135503576,0
